time_date_stamp, excel_time_date_stamp, unix_time_stamp, test_time,Current_temp_D0,Current_temp_D1,Current_temp_D2,Current_temp_D3,Current_temp_D4,Current_temp_D5,Current_temp_D6,Current_temp_D7_Ableiter-/Heater,Target_temp_D0,Target_temp_D1,Target_temp_D2,Target_temp_D3,Target_temp_D4,Target_temp_D5,Target_temp_D6,Target_temp_D7_Ableiter-/Heater,kp_D0,kp_D1,kp_D2,kp_D3,kp_D4,kp_D5,kp_D6,kp_D7_Ableiter-/Heater,ki_D0,ki_D1,ki_D2,ki_D3,ki_D4,ki_D5,ki_D6,ki_D7_Ableiter-/Heater,kd_D0,kd_D1,kd_D2,kd_D3,kd_D4,kd_D5,kd_D6,kd_D7_Ableiter-/Heater,Output_D0,Output_D1,Output_D2,Output_D3,Output_D4,Output_D5,Output_D6,Output_D7_Ableiter-/Heater,BaSyTec Line.Loop_D0,BaSyTec Line.Loop_D1,BaSyTec Line.Loop_D2,BaSyTec Line.Loop_D3,BaSyTec Line.Loop_D4,BaSyTec Line.Loop_D5,BaSyTec Line.Loop_D6,BaSyTec Line.Loop_D7_Ableiter-/Heater
20250128 _172228,45685.7239445949,1738084948.81306,00:00:00,24.99,25,25,25,25.01,25,25,24.87,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.57,12.17,8.35,11.04,10.98,9.8,9.77,18.06,.,.,.,.,.,.,.,.
20250128 _172229,45685.723956331,1738084949.82757,00:00:00,25,25,25,25,25.01,25,24.99,25.13,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.49,12.2,10.11,12.71,10.94,9.78,10.01,-27.21,.,.,.,.,.,.,.,.
20250128 _172230,45685.7239680671,1738084950.84117,00:00:00,25,24.99,25,25,25,25,24.99,24.87,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.39,12.36,10.08,10.96,11.15,9.98,12.01,9.38,.,.,.,.,.,.,.,.
20250128 _172231,45685.7239796528,1738084951.84261,00:00:00,25,25,24.99,25,24.99,24.99,25,24.98,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.38,12.27,12.09,12.76,11.29,10.11,10,-9.93,.,.,.,.,.,.,.,.
20250128 _172232,45685.7239912731,1738084952.8465,00:00:00,25,25,24.99,24.99,25,25,25.01,24.97,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.29,12.04,10.47,11.27,9.32,10.04,9.78,13.92,.,.,.,.,.,.,.,.
20250128 _172233,45685.7240028704,1738084953.84839,00:00:00,25,25.01,24.99,25,25,25,25.01,25.07,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.51,11.88,10.42,11.19,11.12,9.84,9.75,-23.81,.,.,.,.,.,.,.,.
20250128 _172234,45685.7240146065,1738084954.8624,00:00:00,25,25,25,25,25.01,25.01,25,24.89,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.52,12.09,10.19,10.99,10.99,9.7,9.83,18.57,.,.,.,.,.,.,.,.
20250128 _172235,45685.7240263426,1738084955.87668,00:00:00,25,25,25.01,25,25,25,24.99,25.11,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.42,12.23,8.27,10.95,11.09,10,10.19,-17.45,.,.,.,.,.,.,.,.
20250128 _172236,45685.7240380324,1738084956.88676,00:00:00,25,24.99,25,25,25,24.99,24.99,25.03,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.53,14.31,10.13,11.04,11.09,10.24,10.24,1.26,.,.,.,.,.,.,.,.
20250128 _172237,45685.7240496065,1738084957.88634,00:00:00,25,25,24.99,24.99,25,25,25,25.02,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.54,12.17,10.38,11.28,11.08,10.08,10.07,-20.9,.,.,.,.,.,.,.,.
20250128 _172238,45685.7240612269,1738084958.89075,00:00:00,25,25.01,24.99,24.99,25.01,25,25.01,24.94,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.56,11.91,10.43,11.34,9.05,9.98,9.84,15.1,.,.,.,.,.,.,.,.
20250128 _172239,45685.7240728472,1738084959.89452,00:00:00,25,25,25,25,25.01,25,25.01,25.11,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.58,11.98,10.22,12.99,10.93,9.86,9.8,-27.8,.,.,.,.,.,.,.,.
20250128 _172240,45685.7240844676,1738084960.89887,00:00:00,24.99,25,25,25,25,25,25,24.87,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.51,12.21,10.2,11.16,11.14,9.84,9.89,19.28,.,.,.,.,.,.,.,.
20250128 _172241,45685.7240962731,1738084961.9183,00:00:00,25,24.99,25,25,24.99,25,25,24.93,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.64,12.36,8.41,11.16,11.29,11.78,8.17,-7.25,.,.,.,.,.,.,.,.
20250128 _172242,45685.7241080208,1738084962.93304,00:00:00,25,24.99,24.99,25,24.99,25,24.99,25.02,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.56,12.42,12.33,11.16,11.36,9.92,10.16,5.92,.,.,.,.,.,.,.,.
20250128 _172243,45685.7241197222,1738084963.94475,00:00:00,25.01,25,24.99,25,25,25,25,25.05,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.31,12.21,10.62,11.16,11.16,10.04,10.08,-29.55,.,.,.,.,.,.,.,.
20250128 _172244,45685.7241314236,1738084964.95543,00:00:00,25.01,25,25,25,25.01,25,25.01,24.89,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.25,12.07,10.3,11.16,11.02,10.07,9.86,18.58,.,.,.,.,.,.,.,.
20250128 _172245,45685.724143125,1738084965.96673,00:00:00,25.01,25,25,25,25,25,25,25.14,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.3,10.11,10.28,12.87,11.11,9.97,9.94,-30.71,.,.,.,.,.,.,.,.
20250128 _172246,45685.7241548264,1738084966.97716,00:00:00,25,24.99,25.01,25,25,25,25.01,24.85,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.51,12.3,10.14,11.02,11.23,9.85,7.97,18.49,.,.,.,.,.,.,.,.
20250128 _172247,45685.7241664583,1738084967.98245,00:00:00,25,24.99,25.01,25,25,25,25,24.91,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.52,12.57,10.1,11,11.25,9.83,9.9,-1.98,.,.,.,.,.,.,.,.
20250128 _172248,45685.724178206,1738084968.99709,00:00:00,25,25,25,25,25,25,25,24.99,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.55,12.53,10.18,12.9,11.16,9.91,10.01,7.33,.,.,.,.,.,.,.,.
20250128 _172250,45685.7241899306,1738084970.01038,00:00:00,25,25,24.99,24.99,25,25,25,25.07,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.46,10.25,10.41,11.33,11.15,10.03,9.92,-30.57,.,.,.,.,.,.,.,.
20250128 _172251,45685.724201713,1738084971.02802,00:00:00,25,25.01,24.99,24.99,25,25,25.01,24.89,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.58,12.04,10.33,11.38,11.14,10.07,9.79,18.84,.,.,.,.,.,.,.,.
20250128 _172252,45685.7242132986,1738084972.02925,00:00:00,25,25,25,25,25.01,25,25.01,25.14,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.6,12.11,10.23,11.08,11.02,8.02,9.75,-29.98,.,.,.,.,.,.,.,.
20250128 _172253,45685.7242250116,1738084973.04119,00:00:00,25,25,25.01,25.01,25.01,25,25,24.85,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.62,14.28,10.08,10.94,10.99,9.85,9.95,17.8,.,.,.,.,.,.,.,.
20250128 _172254,45685.7242367361,1738084974.05477,00:00:00,24.99,25,25,25,25,25,24.99,25.13,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.77,12.37,10.27,12.84,11.19,9.82,10.21,-18,.,.,.,.,.,.,.,.
20250128 _172255,45685.7242484838,1738084975.06931,00:00:00,25,25,24.99,25,24.99,25,24.99,24.99,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.68,12.14,10.4,11.01,11.33,9.81,10.14,6.53,.,.,.,.,.,.,.,.
20250128 _172256,45685.7242602315,1738084976.08407,00:00:00,25.01,25.01,24.99,25,24.99,25,25,25.09,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.46,11.86,10.45,11.09,11.27,10.01,8.14,-28.34,.,.,.,.,.,.,.,.
20250128 _172257,45685.724271956,1738084977.09794,00:00:00,25.01,25,25,25,25,24.99,25.01,24.87,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.18,12.04,10.24,11.2,11.18,8.21,9.83,18.91,.,.,.,.,.,.,.,.
20250128 _172258,45685.7242835648,1738084978.10093,00:00:00,25.01,25,25.01,25,25,25,25,25.14,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.22,12.14,8.19,9.4,11.17,9.97,11.73,-20.67,.,.,.,.,.,.,.,.
20250128 _172259,45685.724295162,1738084979.10219,00:00:00,25,25,25,25,25,25,25,25.06,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.4,12.28,8.28,11.12,11.17,9.85,9.89,0.6,.,.,.,.,.,.,.,.
20250128 _172300,45685.7243068403,1738084980.11173,00:00:00,24.99,25,24.99,25,25,25,25,24.98,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.64,10.25,10.26,12.81,11.16,9.82,8.19,-11.19,.,.,.,.,.,.,.,.
20250128 _172301,45685.7243186806,1738084981.13425,00:00:00,25,25,24.99,25,25.01,25,25,24.98,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.56,12.06,10.41,12.9,11.02,9.8,9.92,12.6,.,.,.,.,.,.,.,.
20250128 _172302,45685.7243304398,1738084982.15002,00:00:00,25.01,25,25,24.99,25.01,25,25.01,25.07,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.34,12.03,10.21,11.2,10.98,10,9.79,-25.14,.,.,.,.,.,.,.,.
20250128 _172303,45685.7243421528,1738084983.16234,00:00:00,25.01,25,25.01,25,25,24.99,25.01,24.87,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.31,12.13,10.05,11.13,11.07,10.15,9.63,17.63,.,.,.,.,.,.,.,.
20250128 _172304,45685.7243538657,1738084984.17446,00:00:00,25,25,25,25,24.99,25,25,25.13,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,8.49,12.26,11.89,11.01,11.33,9.96,9.82,-21.53,.,.,.,.,.,.,.,.
20250128 _172305,45685.7243654745,1738084985.17762,00:00:00,25,25,25,25.01,25,25,24.99,25.03,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.18,12.28,10.22,10.87,11.24,9.84,10.05,-0.53,.,.,.,.,.,.,.,.
20250128 _172306,45685.7243771875,1738084986.18999,00:00:00,25,25,24.99,25,25,25,24.99,25.01,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.37,12.18,10.36,10.92,11.14,9.81,10.1,-19.84,.,.,.,.,.,.,.,.
20250128 _172307,45685.7243888542,1738084987.19736,00:00:00,25,25.01,24.99,24.99,25.01,25,25,24.92,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.36,11.91,10.42,12.95,10.99,11.74,9.91,16.71,.,.,.,.,.,.,.,.
20250128 _172308,45685.7244004398,1738084988.1988,00:00:00,25,25,25,24.99,25,25,25.01,25.12,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.35,11.98,10.19,11.42,11.08,10,9.78,-21.56,.,.,.,.,.,.,.,.
20250128 _172309,45685.7244120949,1738084989.20565,00:00:00,25,25,25.01,25,24.99,25,25.01,24.88,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.35,12.08,9.91,11.27,11.33,10.03,9.62,13.05,.,.,.,.,.,.,.,.
20250128 _172310,45685.7244238079,1738084990.21778,00:00:00,25.01,25,25,25,25,25,25,24.93,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.22,12.08,11.87,11.05,11.25,9.83,9.81,0.49,.,.,.,.,.,.,.,.
20250128 _172311,45685.7244354051,1738084991.21945,00:00:00,25,25,24.99,25.01,25.01,25.01,25,25.03,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.31,12.08,10.32,10.89,11.03,9.68,8.1,4.46,.,.,.,.,.,.,.,.
20250128 _172312,45685.7244470023,1738084992.22134,00:00:00,25,25,24.99,25,25.01,25,25,25.02,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,8.64,12.1,10.36,12.77,10.87,9.74,9.95,-14.9,.,.,.,.,.,.,.,.
20250128 _172313,45685.72445875,1738084993.23614,00:00:00,25,25,25,25,25.01,25,25.01,24.94,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.44,12.13,10.15,11.17,10.93,9.94,9.73,13.49,.,.,.,.,.,.,.,.
20250128 _172314,45685.7244703241,1738084994.23691,00:00:00,25,25,25.01,25,24.99,25,25.01,25.1,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.35,10.07,9.99,9.37,11.27,8.14,9.57,-22.83,.,.,.,.,.,.,.,.
20250128 _172315,45685.7244821991,1738084995.26276,00:00:00,25,25,25,25,25,25,25.01,24.88,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.13,11.98,10.05,10.97,9.3,10.01,9.62,16.1,.,.,.,.,.,.,.,.
20250128 _172316,45685.7244937963,1738084996.26483,00:00:00,25,25,24.99,25,25,25,25,25.14,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.33,12.09,12.18,10.94,11.1,9.8,9.84,-21.96,.,.,.,.,.,.,.,.
20250128 _172317,45685.7245053935,1738084997.26678,00:00:00,25,25,24.99,25,25.01,25.01,24.99,25.02,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.32,12.22,10.46,12.85,10.97,9.67,8.16,8.23,.,.,.,.,.,.,.,.
20250128 _172318,45685.7245171296,1738084998.28084,00:00:00,25,24.99,25,24.99,25,25,24.99,25.04,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.31,12.26,10.26,11.27,12.95,11.7,10.04,-19.3,.,.,.,.,.,.,.,.
20250128 _172319,45685.7245287731,1738084999.28632,00:00:00,25,25,25.01,25,25,24.99,25,24.91,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.31,12.05,10.01,11.21,11.17,10.07,9.86,18.88,.,.,.,.,.,.,.,.
20250128 _172320,45685.7245403704,1738085000.28848,00:00:00,25,25.01,25,25,25,25,25.01,25.14,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.3,9.97,10.07,10.99,11.21,8.17,11.67,-28.55,.,.,.,.,.,.,.,.
20250128 _172321,45685.7245519792,1738085001.29114,00:00:00,25.01,25,24.99,25,25,25,25.01,25.09,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.18,11.98,12.08,10.97,11.11,9.92,9.71,-4.24,.,.,.,.,.,.,.,.
20250128 _172322,45685.7245637269,1738085002.30637,00:00:00,25.01,25,24.99,25,25.01,25,25,24.96,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,8.36,12.08,10.45,11.06,10.98,9.8,9.8,-8.9,.,.,.,.,.,.,.,.
20250128 _172323,45685.7245754398,1738085003.3181,00:00:00,25,25,24.99,24.99,25.01,25,24.99,24.98,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.37,12.23,10.4,11.29,10.94,9.88,10.04,12.42,.,.,.,.,.,.,.,.
20250128 _172324,45685.7245870718,1738085004.32326,00:00:00,24.99,25,25,25,24.99,24.99,24.99,25.12,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.51,12.14,10.19,11.23,11.28,10.1,10.09,-34.02,.,.,.,.,.,.,.,.
20250128 _172325,45685.7245986574,1738085005.32451,00:00:00,24.99,25.01,25.01,25,24.99,24.99,25,24.85,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.56,11.91,10.03,11.02,11.33,10.15,10.01,21.72,.,.,.,.,.,.,.,.
20250128 _172326,45685.7246102662,1738085006.32773,00:00:00,25,25,25,25,25,25,25.01,25.18,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.5,11.97,10.24,11.09,11.26,9.97,9.78,-29.98,.,.,.,.,.,.,.,.
20250128 _172327,45685.7246218518,1738085007.32831,00:00:00,25,25,24.99,25,25.01,25,25.01,25.1,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.52,12.07,10.49,11.2,11.03,9.85,9.75,-2.58,.,.,.,.,.,.,.,.
20250128 _172328,45685.724633588,1738085008.34231,00:00:00,25,25,24.99,24.99,25.01,25,25,25.02,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.54,12.2,10.42,11.34,10.99,9.82,9.83,-28.23,.,.,.,.,.,.,.,.
20250128 _172329,45685.7246451852,1738085009.34413,00:00:00,25,24.99,25,25,25,25,24.99,24.93,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.36,12.36,10.33,11.16,11.21,11.76,10.06,15.44,.,.,.,.,.,.,.,.
20250128 _172330,45685.724656794,1738085010.34781,00:00:00,25,25,25.01,25,24.99,24.99,24.99,25.12,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.57,12.29,10.07,11.03,11.36,11.96,10.11,-37.15,.,.,.,.,.,.,.,.
20250128 _172331,45685.7246683912,1738085011.34976,00:00:00,25,25.01,25,25,25,24.99,25,25.16,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.59,11.93,10.14,12.7,11.27,10.16,10.04,-24.67,.,.,.,.,.,.,.,.
20250128 _172332,45685.7246801157,1738085012.36232,00:00:00,25,25.01,25,25,25.01,25,25.01,24.87,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.6,11.89,10.25,10.95,11.05,9.98,9.82,-1.64,.,.,.,.,.,.,.,.
20250128 _172333,45685.7246917477,1738085013.36743,00:00:00,25,25,24.99,25,25.01,25,25.01,25.07,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.49,12.1,10.39,11.16,11.15,9.85,11.6,-6.01,.,.,.,.,.,.,.,.
