time_date_stamp, excel_time_date_stamp, unix_time_stamp, test_time,Current_temp_B0,Current_temp_B1,Current_temp_B2,Current_temp_B3,Current_temp_B4,Current_temp_B5,Current_temp_B6,Current_temp_Ch8,Target_temp_B0,Target_temp_B1,Target_temp_B2,Target_temp_B3,Target_temp_B4,Target_temp_B5,Target_temp_B6,Target_temp_Ch8,kp_B0,kp_B1,kp_B2,kp_B3,kp_B4,kp_B5,kp_B6,kp_Ch8,ki_B0,ki_B1,ki_B2,ki_B3,ki_B4,ki_B5,ki_B6,ki_Ch8,kd_B0,kd_B1,kd_B2,kd_B3,kd_B4,kd_B5,kd_B6,kd_Ch8,Output_B0,Output_B1,Output_B2,Output_B3,Output_B4,Output_B5,Output_B6,Output_Ch8,BaSyTec Line.Loop_B0,BaSyTec Line.Loop_B1,BaSyTec Line.Loop_B2,BaSyTec Line.Loop_B3,BaSyTec Line.Loop_B4,BaSyTec Line.Loop_B5,BaSyTec Line.Loop_B6,BaSyTec Line.Loop_Ch8
20250210 _144013,45698.6112709838,1739198413.81389,00:00:00,25,25.02,25,25.01,25.01,24.85,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.18,5.04,7.87,6,8.01,18.54,6.6,0,.,.,.,.,.,.,.,.
20250210 _144014,45698.611282581,1739198414.81574,00:00:00,25,25.02,25.01,25,25.01,24.86,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,8.43,6.15,7.68,6.04,7.95,5.33,8,0,.,.,.,.,.,.,.,.
20250210 _144015,45698.6112943056,1739198415.82895,00:00:00,25.01,24.99,24.99,25,25,25.19,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.05,6.75,9.08,6.1,8.06,-3.11,8.16,0,.,.,.,.,.,.,.,.
20250210 _144016,45698.6113059954,1739198416.83828,00:00:00,25,24.99,24.99,25,25,25.17,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.1,6.83,8.06,6.09,8.06,7.15,8.28,0,.,.,.,.,.,.,.,.
20250210 _144017,45698.6113177662,1739198417.85576,00:00:00,24.99,25.01,25,25,25.01,24.85,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.33,6.31,7.86,6,7.03,18.79,8.19,0,.,.,.,.,.,.,.,.
20250210 _144018,45698.611329375,1739198418.85867,00:00:00,24.99,25.01,25.01,25,25,24.86,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.37,6.21,7.57,6.05,8.92,5.1,7.94,0,.,.,.,.,.,.,.,.
20250210 _144019,45698.6113411111,1739198419.87203,00:00:00,25,24.99,25,25,25,25.19,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.16,7.96,7.84,6.05,8.1,-3.3,8.22,0,.,.,.,.,.,.,.,.
20250210 _144020,45698.6113528241,1739198420.88408,00:00:00,25.01,24.99,24.99,25,25,25.09,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.06,6.73,7.94,4.91,8.04,12.99,8.24,0,.,.,.,.,.,.,.,.
20250210 _144021,45698.6113645486,1739198421.89751,00:00:00,25.01,25.01,25,25,25,24.85,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.03,6.39,7.81,6.03,7.96,18.56,8.25,0,.,.,.,.,.,.,.,.
20250210 _144022,45698.6113762731,1739198422.91093,00:00:00,25,25.02,25.01,25,25,24.86,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.16,6.12,7.62,6.02,7.95,7.21,10.02,0,.,.,.,.,.,.,.,.
20250210 _144023,45698.6113879977,1739198423.92354,00:00:00,25,24.99,25,25,25,25.19,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.34,6.62,7.73,4.89,8,-3.26,8.43,0,.,.,.,.,.,.,.,.
20250210 _144024,45698.6113997107,1739198424.9356,00:00:00,25,24.99,24.99,25,25,25.1,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.13,6.7,7.89,6.01,7.92,10.7,8.12,0,.,.,.,.,.,.,.,.
20250210 _144025,45698.6114114236,1739198425.9475,00:00:00,25.01,25.02,25,25,25.01,24.79,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.94,6.17,6.64,6,7.83,16.82,7.83,0,.,.,.,.,.,.,.,.
20250210 _144026,45698.6114231713,1739198426.96267,00:00:00,25.01,25.02,25.01,25,25,24.86,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.9,6.08,7.67,6,7.93,5.07,8.1,0,.,.,.,.,.,.,.,.
20250210 _144027,45698.6114349537,1739198427.98097,00:00:00,25,24.99,25,25,24.98,25.19,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.18,6.49,7.72,6,9.19,-1.43,8.46,0,.,.,.,.,.,.,.,.
20250210 _144028,45698.6114466782,1739198428.99382,00:00:00,24.99,24.99,24.99,25,24.99,25.1,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.03,6.65,7.9,5.99,8.25,10.78,8.2,0,.,.,.,.,.,.,.,.
20250210 _144030,45698.6114584028,1739198430.00615,00:00:00,25,25.01,25,25,25.01,24.79,25.02,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.18,5.01,7.77,5.89,7.87,16.97,6.08,0,.,.,.,.,.,.,.,.
20250210 _144031,45698.6114699884,1739198431.00785,00:00:00,25.01,25.01,25.01,25,25.01,24.94,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,8.27,6.24,7.66,5.95,7.81,0.91,8.06,0,.,.,.,.,.,.,.,.
20250210 _144032,45698.6114816782,1739198432.01743,00:00:00,25.01,24.99,25,24.99,25,25.19,24.98,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,8.23,6.5,7.72,6.2,7.98,-3.18,8.51,0,.,.,.,.,.,.,.,.
20250210 _144033,45698.6114932639,1739198433.01888,00:00:00,25,24.99,25,24.99,24.99,25.1,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.09,6.67,6.68,6.19,8.13,12.41,6.75,0,.,.,.,.,.,.,.,.
20250210 _144034,45698.6115049653,1739198434.0291,00:00:00,24.99,25.01,25,25,25,24.79,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.27,6.23,7.83,6.14,7.07,18.84,7.85,0,.,.,.,.,.,.,.,.
20250210 _144035,45698.611516713,1739198435.04477,00:00:00,25,25.01,25,25,25,24.94,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.15,6.23,7.75,6.08,7.95,1.03,9.61,0,.,.,.,.,.,.,.,.
20250210 _144036,45698.6115284144,1739198436.0552,00:00:00,25.01,24.99,24.99,25,25,25.21,24.98,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,5.65,6.68,7.92,6.08,8,-0.7,8.51,0,.,.,.,.,.,.,.,.
20250210 _144037,45698.6115402083,1739198437.07499,00:00:00,25.01,24.99,25,25,25.01,25.02,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.94,6.58,6.76,6.08,7.87,15.19,6.65,0,.,.,.,.,.,.,.,.
20250210 _144038,45698.6115518287,1739198438.07888,00:00:00,25,25.01,25.01,25,25.01,24.79,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,8.33,6.22,6.52,5.99,7.84,18.72,7.84,0,.,.,.,.,.,.,.,.
20250210 _144039,45698.6115634144,1739198439.07932,00:00:00,24.99,25.01,25.01,25,25,24.94,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.24,6.24,8.71,5.95,8.01,1.15,7.86,0,.,.,.,.,.,.,.,.
20250210 _144040,45698.6115749884,1739198440.07939,00:00:00,24.99,24.99,25,25,24.99,25.23,24.98,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.28,6.7,7.7,5.93,8.18,-1.14,8.49,0,.,.,.,.,.,.,.,.
20250210 _144041,45698.6115865856,1739198441.08148,00:00:00,25,25,25,25.01,25,25.03,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.07,5.3,7.78,5.81,7.13,14.59,6.73,0,.,.,.,.,.,.,.,.
20250210 _144042,45698.6115981829,1739198442.08314,00:00:00,25.01,25.02,25,25.01,25,24.8,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.9,4.92,8.92,5.78,7.96,16.42,8.08,0,.,.,.,.,.,.,.,.
20250210 _144043,45698.6116098843,1739198443.09498,00:00:00,25,25.01,24.99,24.99,25,24.92,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.01,6.14,8.99,7.2,7.94,1.58,7.79,0,.,.,.,.,.,.,.,.
20250210 _144044,45698.6116215162,1739198444.09926,00:00:00,24.99,24.99,24.99,24.98,25,25.22,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,8.58,6.68,7.99,6.3,8,-1.01,8.29,0,.,.,.,.,.,.,.,.
20250210 _144045,45698.6116331944,1739198445.10863,00:00:00,24.99,24.99,25.01,25,25.01,25.03,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.03,6.68,6.59,5.08,7.85,14.52,8.36,0,.,.,.,.,.,.,.,.
20250210 _144046,45698.6116449421,1739198446.12342,00:00:00,25,25.02,25.01,25,25,24.77,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.1,4.91,7.51,5.98,8.83,14.09,7.93,0,.,.,.,.,.,.,.,.
20250210 _144047,45698.6116566551,1739198447.13536,00:00:00,25.01,25.01,25.01,25,24.99,24.92,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.92,6.16,7.62,5.96,8.14,1.77,7.87,0,.,.,.,.,.,.,.,.
20250210 _144048,45698.6116682986,1739198448.14101,00:00:00,25,24.99,24.99,25,24.98,25.21,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.95,6.6,7.85,6.03,8.27,-0.51,8.27,0,.,.,.,.,.,.,.,.
20250210 _144049,45698.6116801852,1739198449.16893,00:00:00,24.99,24.99,25,25,25,25.03,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,8.52,6.69,7.8,5.93,8.14,12.72,8.34,0,.,.,.,.,.,.,.,.
20250210 _144050,45698.6116919097,1739198450.18182,00:00:00,25,25.02,24.99,25.01,25,24.77,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.21,6.14,7.89,5.82,8.01,14.31,7.93,0,.,.,.,.,.,.,.,.
20250210 _144051,45698.6117036921,1739198451.19979,00:00:00,25,25,24.99,25,25,25.01,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.07,7.54,7.94,5.95,8.06,-0.92,7.86,0,.,.,.,.,.,.,.,.
20250210 _144052,45698.6117154282,1739198452.21357,00:00:00,25.01,24.99,25.01,24.99,25,25.23,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.97,6.59,7.81,6.2,8.06,-4.51,8.16,0,.,.,.,.,.,.,.,.
20250210 _144053,45698.6117271759,1739198453.22896,00:00:00,25,24.99,25.01,24.99,25,25.05,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.01,6.67,7.62,6.18,8,13.91,8.31,0,.,.,.,.,.,.,.,.
20250210 _144054,45698.611738912,1739198454.24267,00:00:00,24.99,25.01,25.01,25,25.01,24.78,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.25,6.22,7.64,6.13,7.9,15.91,8.12,0,.,.,.,.,.,.,.,.
20250210 _144055,45698.6117506481,1739198455.25639,00:00:00,24.99,25,24.99,25,25,25,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.3,6.34,7.87,6.06,7.93,-0.84,7.97,0,.,.,.,.,.,.,.,.
20250210 _144056,45698.6117623495,1739198456.26773,00:00:00,25,24.99,24.99,25,25,25.22,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.26,7.95,7.9,6.15,7.92,2.73,9.91,0,.,.,.,.,.,.,.,.
20250210 _144057,45698.6117739583,1739198457.271,00:00:00,25,24.99,24.99,25,25.01,25.05,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.1,6.6,7.93,6.08,7.84,14.24,8.31,0,.,.,.,.,.,.,.,.
20250210 _144058,45698.6117856713,1739198458.28298,00:00:00,25.01,25.01,25.01,25,25,24.78,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.99,6.33,6.5,6.07,7.87,15.84,8,0,.,.,.,.,.,.,.,.
20250210 _144059,45698.6117972685,1739198459.28495,00:00:00,25,25,25,25,24.98,25,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.03,6.38,7.73,6.07,9.09,-0.82,7.95,0,.,.,.,.,.,.,.,.
20250210 _144100,45698.6118088657,1739198460.28667,00:00:00,24.99,25,24.99,25,24.98,25.22,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.35,6.45,7.98,6.06,8.34,2.52,8.28,0,.,.,.,.,.,.,.,.
20250210 _144101,45698.6118205093,1739198461.2923,00:00:00,24.99,25.01,25,25,25,24.96,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.33,5.04,7.87,5.98,8.01,15.02,8.33,0,.,.,.,.,.,.,.,.
20250210 _144102,45698.6118322454,1739198462.30672,00:00:00,25,25.01,25.01,25,25.01,24.78,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.2,6.23,7.7,5.96,7.86,15.74,8.02,0,.,.,.,.,.,.,.,.
20250210 _144103,45698.6118439931,1739198463.32194,00:00:00,25.01,24.99,25,25,25,25,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.03,7.81,7.83,6.02,8,-0.35,7.98,0,.,.,.,.,.,.,.,.
20250210 _144104,45698.6118555787,1739198464.32263,00:00:00,25,24.99,24.99,25,24.99,25.22,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.07,6.65,8.01,6.01,7.34,0.7,8.3,0,.,.,.,.,.,.,.,.
20250210 _144105,45698.6118671875,1739198465.32531,00:00:00,25,25,25,25,25,24.96,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.22,6.42,7.9,5.93,8.16,16.9,8.36,0,.,.,.,.,.,.,.,.
20250210 _144106,45698.6118788773,1739198466.33557,00:00:00,24.99,25,25.01,25,25,24.77,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,8.6,6.39,7.64,5.9,8.03,12.78,6.3,0,.,.,.,.,.,.,.,.
20250210 _144107,45698.6118906134,1739198467.3497,00:00:00,25,24.99,25,25,25,24.98,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.28,6.48,8.89,6.05,8.08,-1.76,8,0,.,.,.,.,.,.,.,.
20250210 _144108,45698.6119022801,1739198468.3575,00:00:00,25,25,24.99,25,24.99,25.23,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.12,6.51,8,6.07,8.23,0.73,8.32,0,.,.,.,.,.,.,.,.
20250210 _144109,45698.6119140278,1739198469.37237,00:00:00,25.01,25,24.99,25,25,24.98,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.02,6.42,7.98,6.09,8.13,18.1,8.26,0,.,.,.,.,.,.,.,.
20250210 _144110,45698.6119257176,1739198470.38297,00:00:00,25.01,25,25.01,25,25,24.78,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,5.72,6.5,7.66,6.1,9.09,12.67,7.93,0,.,.,.,.,.,.,.,.
20250210 _144111,45698.6119374306,1739198471.39435,00:00:00,24.99,25,25,24.99,24.99,25.07,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.29,6.51,7.77,6.2,8.28,-2.98,8.22,0,.,.,.,.,.,.,.,.
20250210 _144112,45698.6119491782,1739198472.40916,00:00:00,24.99,24.99,24.99,24.99,25,25.23,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.41,6.52,7.93,6.22,8.25,-1.22,8.45,0,.,.,.,.,.,.,.,.
20250210 _144113,45698.6119609144,1739198473.42385,00:00:00,25,25,24.99,25,25.01,24.98,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.3,6.53,6.95,6.18,7.09,17.85,8.31,0,.,.,.,.,.,.,.,.
20250210 _144114,45698.6119727778,1739198474.44865,00:00:00,25,24.99,25,24.99,25.01,24.78,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.16,6.54,7.87,7.33,7.99,12.52,8.08,0,.,.,.,.,.,.,.,.
20250210 _144115,45698.6119844792,1739198475.45979,00:00:00,25,24.99,25,24.99,25,25.07,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.14,6.66,7.84,6.32,8.1,-2.51,8.26,0,.,.,.,.,.,.,.,.
20250210 _144116,45698.6119962153,1739198476.47309,00:00:00,25,24.99,24.99,25,24.99,25.2,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.21,6.71,8.17,6.28,8.19,2.69,8.52,0,.,.,.,.,.,.,.,.
20250210 _144117,45698.6120079282,1739198477.4858,00:00:00,25,25,24.99,25,25,24.98,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.13,6.64,8.15,6.12,8.2,16.22,8.36,0,.,.,.,.,.,.,.,.
20250210 _144118,45698.6120195718,1739198478.49158,00:00:00,25.01,25.01,25.01,25,25,24.77,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.03,6.33,7.86,6.08,8.22,14.61,8.02,0,.,.,.,.,.,.,.,.
20250210 _144119,45698.612031169,1739198479.49344,00:00:00,25,25,25,25,24.98,25.07,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,5.81,6.45,7.9,6.23,9.35,-2.72,8.3,0,.,.,.,.,.,.,.,.
20250210 _144120,45698.6120427894,1739198480.49799,00:00:00,24.99,25,24.99,25,25,25.21,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.32,6.54,8.06,6.24,8.32,2.53,8.57,0,.,.,.,.,.,.,.,.
20250210 _144121,45698.6120545023,1739198481.50943,00:00:00,24.99,25,25,25,25.02,24.9,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.36,6.55,7.94,6.26,7.98,18.9,8.3,0,.,.,.,.,.,.,.,.
20250210 _144122,45698.6120662153,1739198482.52181,00:00:00,25,25,25.01,24.99,25.01,24.77,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.31,6.55,7.76,7.4,7.99,14.48,8.06,0,.,.,.,.,.,.,.,.
